"","bill_number","bill_link","bill_name","current_status","first_house_progress","second_house_progress","after_passage_progress","description","sponsors","requester","bill_history","democrat_sponsor_count","republican_sponsor_count","total_days_spent","season_years_active","party","general_status","chapter","year"
"1133",2132,"https://app.leg.wa.gov/billsummary?BillNumber=2132&Year=2021&Initiative=false","HB 2132","HHous, Human Sv","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing for immediate employment programs for people experiencing homelessness.","Dufault, Rude, Boehnke","No Requester","2022 REGULAR SESSION: Start Feb 28 End Feb 28.",0,3,0,"2022","republican","in committee",NA,NA
"1134",2133,"https://app.leg.wa.gov/billsummary?BillNumber=2133&Year=2021&Initiative=false","HB 2133","HFinance","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing relief from taxes, penalties, interest, and fees for eligible restaurants that ceased engaging in business during the COVID-19 pandemic.","Jesse Johnson, Stonier","No Requester","2022 REGULAR SESSION: Start Mar 1 End Mar 1.",1,0,0,"2022","democrat","in committee",NA,NA
"1135",2134,"https://app.leg.wa.gov/billsummary?BillNumber=2134&Year=2021&Initiative=false","HB 2134","HCommerce & Gam","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Prohibiting the sale of spirits products from Russia.","Young, Rule","No Requester","2022 REGULAR SESSION: Start Mar 1 End Mar 1.",1,1,0,"2022","bipartisan","in committee",NA,NA
"1136",2135,"https://app.leg.wa.gov/billsummary?BillNumber=2135&Year=2021&Initiative=false","HB 2135","HState Govt & T","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Directing state agencies and authorities to divest public funds supporting Russia.","Stokesbary, MacEwen, Griffey, Rude, Dufault, Walsh, Shewmake, Jacobsen, Kraft, Hoff, Gilday, Chambers, Robertson, Peterson, Maycumber, Vick, Kretz, Corry, Boehnke, Klippert, Fitzgibbon, Dye, Schmick, Barkis, Caldier, Wicks, Klicker, Steele, Walen, Graham, Ybarra, Leavitt, Paul, Eslick","No Requester","2022 REGULAR SESSION: Start Mar 3 End Mar 3.",7,27,0,"2022","bipartisan","in committee",NA,NA
"1137",2136,"https://app.leg.wa.gov/billsummary?BillNumber=2136&Year=2021&Initiative=false","HB 2136","HState Govt & T","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Establishing the Washington state rural commission.","Shewmake, Paul","No Requester","2022 REGULAR SESSION: Start Mar 4 End Mar 4.",2,0,0,"2022","democrat","in committee",NA,NA
"1138",2137,"https://app.leg.wa.gov/billsummary?BillNumber=2137&Year=2021&Initiative=false","HB 2137","HState Govt & T","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Directing state agencies and authorities to rescind all state-related public funds out of Russia.","Kraft, Young","No Requester","2022 REGULAR SESSION: Start Mar 9 End Mar 9.",0,2,0,"2022","republican","in committee",NA,NA
"1139",2138,"https://app.leg.wa.gov/billsummary?BillNumber=2138&Year=2021&Initiative=false","HB 2138","HTransportation","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Reducing the cumulative tax rate upon fuel licensees to half the amount that is imposed in 2022.","Walsh","No Requester","2022 REGULAR SESSION: Start Mar 10 End Mar 10.",0,1,0,"2022","republican","in committee",NA,NA
"1140",5000,"https://app.leg.wa.gov/billsummary?BillNumber=5000&Year=2021&Initiative=false","2nd Substitute - 2SSB 5000","C 171 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Creating a hydrogen fuel cell electric vehicle pilot sales and use tax exemption program.","Hawkins, Lovelett, Billig, Braun, Carlyle, Conway, Das, Ericksen, Fortunato, Gildon, Hasegawa, Holy, Hunt, King, Kuderer, Mullet, Muzzall, Nguyen, Padden, Pedersen, Rivers, Robinson, Salomon, Sheldon, Van De Wege, Wagoner, Warnick, Wellman, Claire Wilson, Jeff Wilson","No Requester","2021 REGULAR SESSION: Start Dec 7 End Mar 3. IN THE HOUSE: Start Mar 5 End Apr 10. IN THE SENATE: Start Apr 15 End Apr 15. IN THE HOUSE: Start Apr 20 End Apr 20. OTHER THAN LEGISLATIVE ACTION: Start Apr 23 End May 3.",17,13,147,"2021","bipartisan","passed",171,21
"1141",5001,"https://app.leg.wa.gov/billsummary?BillNumber=5001&Year=2021&Initiative=false","SB 5001","SLabor, Comm &","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing small winery tax relief.","Warnick, Keiser, Brown, Conway, Holy, King, Kuderer, Mullet, Wagoner, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 7 End Feb 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",5,7,399,"2021-2022","bipartisan","in committee",NA,NA
"1142",5002,"https://app.leg.wa.gov/billsummary?BillNumber=5002&Year=2021&Initiative=false","SB 5002","C 148 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Addressing the state auditor's duties and procedures.","Hunt, Carlyle, Conway, Dhingra, Hasegawa, Hawkins, Mullet, Rivers, Claire Wilson","State Auditor","2021 REGULAR SESSION: Start Dec 8 End Mar 17. 2022 REGULAR SESSION: Start Jan 10 End Jan 19. IN THE HOUSE: Start Jan 24 End Mar 3. IN THE SENATE: Start Mar 7 End Mar 9. IN THE HOUSE: Start Mar 9 End Mar 9. OTHER THAN LEGISLATIVE ACTION: Start Mar 11 End Mar 24.",7,4,471,"2021-2022","bipartisan","passed",148,22
"1143",5003,"https://app.leg.wa.gov/billsummary?BillNumber=5003&Year=2021&Initiative=false","Substitute - SSB 5003","C 172 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Enacting the living donor act.","Keiser, Conway, Kuderer, Randall, Salda�a, Stanford, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 8 End Feb 26. IN THE HOUSE: Start Mar 2 End Apr 10. IN THE SENATE: Start Apr 14 End Apr 19. IN THE HOUSE: Start Apr 20 End Apr 20. OTHER THAN LEGISLATIVE ACTION: Start Apr 23 End May 3.",6,2,146,"2021","bipartisan","passed",172,21
"1144",5004,"https://app.leg.wa.gov/billsummary?BillNumber=5004&Year=2021&Initiative=false","Engrossed Substitute - ESSB 5004","SRules 3","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing a tax exemption for medical marijuana patients.","Keiser, Warnick, Conway, Das, King, Kuderer, Salda�a, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 8 End Mar 5. IN THE HOUSE: Start Mar 7 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 19. IN THE HOUSE: Start Jan 24 End Mar 10.",5,4,457,"2021-2022","bipartisan","rules committee",NA,NA
"1145",5005,"https://app.leg.wa.gov/billsummary?BillNumber=5005&Year=2021&Initiative=false","SB 5005","C 84 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning business corporations.","Pedersen, Padden, Mullet","Washington State Bar Association","2021 REGULAR SESSION: Start Dec 9 End Feb 3. IN THE HOUSE: Start Feb 8 End Apr 6. IN THE SENATE: Start Apr 8 End Apr 8. IN THE HOUSE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 12 End Apr 16.",2,1,128,"2021","bipartisan","passed",84,21
"1146",5006,"https://app.leg.wa.gov/billsummary?BillNumber=5006&Year=2021&Initiative=false","SB 5006","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning local parks funding options.","Van De Wege, Kuderer, Liias, Nguyen, Rivers, Salda�a, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 9 End Jan 28. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",5,3,397,"2021-2022","bipartisan","in committee",NA,NA
"1147",5007,"https://app.leg.wa.gov/billsummary?BillNumber=5007&Year=2021&Initiative=false","SB 5007","SEnvironment, E","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Addressing the economic challenges facing Washington citizens from the COVID-19 pandemic through a temporary reduction in compliance and tax burden on electric utilities in order to lower costs and support direct utility assistance to low-income customers.","Van De Wege, Conway, Kuderer, Nguyen, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 9 End Jan 11. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",5,2,397,"2021-2022","bipartisan","in committee",NA,NA
"1148",5008,"https://app.leg.wa.gov/billsummary?BillNumber=5008&Year=2021&Initiative=false","SB 5008","C 226 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Extending the business and occupation tax exemption for amounts received as credits against contracts with or funds provided by the Bonneville power administration and used for low-income ratepayer assistance and weatherization.","Robinson, Short, Brown, Hasegawa, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 9 End Apr 11. IN THE HOUSE: Start Apr 13 End Apr 22. IN THE SENATE: Start Apr 23 End Apr 23. IN THE HOUSE: Start Apr 24 End Apr 24. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 10.",3,4,152,"2021","bipartisan","passed",226,21
"1149",5009,"https://app.leg.wa.gov/billsummary?BillNumber=5009&Year=2021&Initiative=false","Substitute - SSB 5009","C 259 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Enacting the uniform public expression protection act.","Padden, Pedersen, Brown, McCune, Mullet","Uniform Law Commission","2021 REGULAR SESSION: Start Dec 9 End Feb 26. IN THE HOUSE: Start Mar 2 End Apr 9. IN THE SENATE: Start Apr 14 End Apr 20. IN THE HOUSE: Start Apr 23 End Apr 23. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 12.",2,3,154,"2021","bipartisan","passed",259,21
"1150",5010,"https://app.leg.wa.gov/billsummary?BillNumber=5010&Year=2021&Initiative=false","Substitute - SSB 5010","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Prohibiting the use of credit scores to determine rates for personal lines of insurance.","Das, Randall, Billig, Carlyle, Conway, Dhingra, Hasegawa, Hunt, Keiser, Kuderer, Liias, Lovelett, Nobles, Nguyen, Pedersen, Robinson, Rolfes, Salda�a, Stanford, Van De Wege, Claire Wilson","Insurance Commissioner, Office of the Governor","2021 REGULAR SESSION: Start Dec 10 End Mar 17. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",20,2,396,"2021-2022","bipartisan","x-file",NA,NA
"1151",5011,"https://app.leg.wa.gov/billsummary?BillNumber=5011&Year=2021&Initiative=false","Substitute - SSB 5011","C 227 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Addressing electronic meetings and notice provisions for common interest communities, condominiums, and homeowners' associations.","Pedersen, Linda Wilson, Brown, Kuderer, Mullet, Warnick","No Requester","2021 REGULAR SESSION: Start Dec 11 End Feb 3. IN THE HOUSE: Start Feb 8 End Apr 6. IN THE SENATE: Start Apr 14 End Apr 19. IN THE HOUSE: Start Apr 20 End Apr 20. OTHER THAN LEGISLATIVE ACTION: Start Apr 23 End May 10.",4,4,150,"2021","bipartisan","passed",227,21
"1152",5012,"https://app.leg.wa.gov/billsummary?BillNumber=5012&Year=2021&Initiative=false","Substitute - SSB 5012","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing a local government option for the funding of essential affordable housing programs.","Lovelett, Das, Kuderer, Nguyen, Robinson, Salda�a, Stanford, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 14 End Feb 4. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",7,2,392,"2021-2022","bipartisan","in committee",NA,NA
"1153",5013,"https://app.leg.wa.gov/billsummary?BillNumber=5013&Year=2021&Initiative=false","Substitute - SSB 5013","C 173 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning local redistricting deadlines.","Hunt, Kuderer, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 14 End Jan 27. IN THE HOUSE: Start Feb 1 End Mar 24. IN THE SENATE: Start Apr 14 End Apr 20. IN THE HOUSE: Start Apr 23 End Apr 23. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 3.",3,2,140,"2021","bipartisan","passed",173,21
"1154",5014,"https://app.leg.wa.gov/billsummary?BillNumber=5014&Year=2021&Initiative=false","SB 5014","SRules X","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Clarifying the state offices for which elections to fill a vacancy may appear on the ballot in odd-numbered years.","Hunt, Das, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 14 End Mar 17. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",3,2,392,"2021-2022","bipartisan","x-file",NA,NA
"1155",5015,"https://app.leg.wa.gov/billsummary?BillNumber=5015&Year=2021&Initiative=false","SB 5015","C 85 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning fraudulent portrayal of ballot drop boxes.","Hunt, Billig, Das, Dhingra, Hasegawa, Keiser, Kuderer, Nguyen, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 14 End Mar 5. IN THE HOUSE: Start Mar 7 End Apr 5. IN THE SENATE: Start Apr 8 End Apr 8. IN THE HOUSE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 12 End Apr 16.",9,2,123,"2021","bipartisan","passed",85,21
"1156",5016,"https://app.leg.wa.gov/billsummary?BillNumber=5016&Year=2021&Initiative=false","SB 5016","C 86 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning tracked and wheeled all-terrain vehicles.","Warnick, Brown, Van De Wege","No Requester","2021 REGULAR SESSION: Start Dec 14 End Mar 4. IN THE HOUSE: Start Mar 6 End Apr 5. IN THE SENATE: Start Apr 8 End Apr 8. IN THE HOUSE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 12 End Apr 16.",1,2,123,"2021","bipartisan","passed",86,21
"1157",5017,"https://app.leg.wa.gov/billsummary?BillNumber=5017&Year=2021&Initiative=false","Engrossed - ESB 5017","Gov vetoed","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '0']","Clarifying school district procurement requirements for personal service contracts for construction management, value engineering, constructibility review, and building commissioning. (REVISED FOR ENGROSSED: Clarifying school district procurement requirements for service contracts for construction management, value engineering, constructibility review, and building commissioning.)","Wellman, Honeyford, Mullet, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 15 End Feb 16. IN THE HOUSE: Start Feb 18 End Apr 25. 2022 REGULAR SESSION: Start Jan 10 End Jan 19. IN THE HOUSE: Start Jan 24 End Mar 4. IN THE SENATE: Start Mar 7 End Mar 7. IN THE HOUSE: Start Mar 8 End Mar 8. OTHER THAN LEGISLATIVE ACTION: Start Mar 9 End Mar 31.",3,3,471,"2021-2022","bipartisan","vetoed",NA,NA
"1158",5018,"https://app.leg.wa.gov/billsummary?BillNumber=5018&Year=2021&Initiative=false","SB 5018","C 87 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning acupuncture and Eastern medicine.","Rivers, Cleveland, Dhingra, Lovelett, Short, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 15 End Feb 23. IN THE HOUSE: Start Feb 25 End Apr 5. IN THE SENATE: Start Apr 8 End Apr 8. IN THE HOUSE: Start Apr 9 End Apr 9. OTHER THAN LEGISLATIVE ACTION: Start Apr 12 End Apr 16.",4,4,122,"2021","bipartisan","passed",87,21
"1159",5019,"https://app.leg.wa.gov/billsummary?BillNumber=5019&Year=2021&Initiative=false","SB 5019","C 137 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the recording standards commission.","Kuderer, Hunt, Brown, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 16 End Mar 8. IN THE HOUSE: Start Mar 10 End Apr 9. IN THE SENATE: Start Apr 10 End Apr 10. IN THE HOUSE: Start Apr 12 End Apr 12. OTHER THAN LEGISLATIVE ACTION: Start Apr 20 End Apr 26.",3,3,131,"2021","bipartisan","passed",137,21
"1160",5020,"https://app.leg.wa.gov/billsummary?BillNumber=5020&Year=2021&Initiative=false","Substitute - SSB 5020","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Assessing a penalty on unsupported prescription drug price increases to protect the safety, health, and economic well-being of Washington residents.","Keiser, Robinson, Conway, Das, Hasegawa, Kuderer, Lovelett, Rolfes, Stanford, Van De Wege, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 17 End Feb 15. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",11,2,389,"2021-2022","bipartisan","in committee",NA,NA
"1161",5021,"https://app.leg.wa.gov/billsummary?BillNumber=5021&Year=2021&Initiative=false","SB 5021","C 12 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the effect of expenditure reduction efforts on retirement benefits for public employees, including those participating in the shared work program.","Hunt, Conway, Salda�a, Claire Wilson","Department of Retirement Systems","2021 REGULAR SESSION: Start Dec 17 End Feb 23. IN THE HOUSE: Start Feb 25 End Mar 24. IN THE SENATE: Start Mar 26 End Mar 26. IN THE HOUSE: Start Mar 28 End Mar 28. OTHER THAN LEGISLATIVE ACTION: Start Apr 1 End Apr 7.",3,2,111,"2021","bipartisan","passed",12,21
"1162",5022,"https://app.leg.wa.gov/billsummary?BillNumber=5022&Year=2021&Initiative=false","Engrossed 2nd Substitute - E2SSB 5022","C 313 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning the management of certain materials to support recycling and waste and litter reduction.","Das, Rolfes, Carlyle, Dhingra, Keiser, Kuderer, Liias, Lovelett, Nobles, Nguyen, Pedersen, Salda�a, Salomon, Stanford, Wellman, Claire Wilson","No Requester","2021 REGULAR SESSION: Start Dec 17 End Mar 2. IN THE HOUSE: Start Mar 4 End Apr 7. IN THE SENATE: Start Apr 19 End Apr 21. IN THE HOUSE: Start Apr 23 End Apr 23. OTHER THAN LEGISLATIVE ACTION: Start Apr 26 End May 17.",15,2,151,"2021","bipartisan","passed",313,21
"1163",5023,"https://app.leg.wa.gov/billsummary?BillNumber=5023&Year=2021&Initiative=false","SB 5023","SWays & Means","['1', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning working connections child care eligibility and unemployment benefits.","Claire Wilson, Salda�a, Billig, Darneille, Das, Dhingra, Hasegawa, Keiser, Kuderer, Liias, Lovelett, Nguyen, Pedersen, Robinson, Salomon, Stanford","No Requester","2021 REGULAR SESSION: Start Dec 17 End Jan 28. 2022 REGULAR SESSION: Start Jan 10 End Jan 10.",14,2,389,"2021-2022","bipartisan","in committee",NA,NA
